Chr6	4670503	4670503
Chr9	22652026	22652026
Chr2	17037148	17037148
Chr5	4976423	4976423
Chr1	29447054	29447054
Chr1	1571675	1571675
Chr2	25462543	25462543
Chr2	35885262	35885262
Chr2	35885264	35885264
Chr12	18349085	18349085
Chr1	32902598	32902598
Chr7	28101362	28101362
Chr4	31551068	31551068
Chr3	34554688	34554688
Chr3	11621953	11621953
Chr1	37233389	37233389
Chr3	30596003	30596003
Chr1	21179827	21179827
Chr9	8859	8859
Chr5	14413675	14413675
Chr1	8204502	8204502
Chr9	19238540	19238540
Chr5	12833604	12833604
Chr10	22576169	22576169
Chr10	22576171	22576171
Chr1	40056103	40056103
Chr9	933635	933635
Chr1	21623899	21623899
Chr11	103949	103949
Chr1	9669952	9669952
Chr1	7100129	7100129
Chr5	28269284	28269284
Chr1	3995163	3995163
Chr1	35817548	35817548
Chr5	29552716	29552716
Chr5	9454429	9454429
Chr12	3531421	3531421
Chr4	31344640	31344640
Chr4	31344642	31344642
Chr1	41271989	41271989
Chr2	4296780	4296780
Chr1	40596203	40596203
Chr1	6572412	6572412
Chr1	4504285	4504285
Chr8	20801633	20801633
Chr8	20801635	20801635
Chr2	31593047	31593047
Chr1	32032503	32032503
Chr3	20574300	20574300
Chr12	25702173	25702173
Chr3	35197369	35197369
Chr9	22652024	22652024
Chr2	1641591	1641591
Chr2	23992615	23992615
Chr3	30304104	30304104
Chr9	9637924	9637924
Chr9	9637926	9637926
Chr5	14701210	14701210
Chr10	12048348	12048348
Chr6	31208438	31208438
Chr1	28560281	28560281
Chr12	23157023	23157023
Chr12	23157025	23157025
Chr3	32560023	32560023
Chr6	8759116	8759116
Chr3	35441455	35441455
Chr4	35429390	35429390
Chr7	16213741	16213741
Chr7	16213739	16213739
Chr9	3975467	3975467
Chr7	12760621	12760621
Chr8	17818485	17818485
Chr8	10763372	10763372
Chr10	15681035	15681035
Chr3	35736206	35736206
Chr4	23362308	23362308
Chr5	29618426	29618426
Chr5	29618424	29618424
Chr3	9724885	9724885
Chr6	26254326	26254326
Chr5	25811380	25811380
Chr5	16977875	16977875
Chr12	2783609	2783609
Chr2	10822814	10822814
Chr7	26404197	26404197
Chr12	23295235	23295235
Chr12	1152359	1152359
Chr1	39703107	39703107
Chr1	19139806	19139806
Chr10	22456444	22456444
Chr5	18793568	18793568
Chr1	34607059	34607059
Chr1	34607058	34607058
Chr5	16303064	16303064
Chr11	25199878	25199878
Chr1	26531799	26531799
Chr7	16290076	16290076
Chr8	21000261	21000261
Chr9	16935787	16935787
Chr9	20789759	20789759
Chr12	6799630	6799630
Chr12	6799617	6799617
Chr12	6799612	6799612
Chr8	3373292	3373292
Chr2	6119204	6119204
Chr2	6119202	6119202
Chr2	35430480	35430480
Chr4	30311754	30311754
Chr1	23815222	23815222
Chr2	35072526	35072526
Chr6	1493173	1493173
Chr1	24696848	24696848
Chr1	24696846	24696846
Chr5	26279214	26279214
Chr11	24642925	24642925
Chr3	16696415	16696415
Chr3	16696413	16696413
Chr1	8396703	8396703
Chr1	8396677	8396677
Chr6	11525796	11525796
Chr5	14587985	14587985
Chr2	12375129	12375129
Chr12	11218872	11218872
Chr2	11403860	11403860
Chr10	6543982	6543982
Chr3	20655437	20655437
Chr3	20655435	20655435
Chr3	20655434	20655434
Chr7	18230244	18230244
Chr7	586644	586644
Chr2	19442013	19442013
Chr2	30438023	30438023
Chr11	19095275	19095275
Chr4	13989463	13989463
Chr2	31071022	31071022
Chr7	23511960	23511960
Chr1	24794263	24794263
Chr6	3046183	3046183
Chr8	27400976	27400976
Chr8	27400978	27400978
Chr2	7024169	7024169
Chr2	4694092	4694092
Chr10	18687943	18687943
Chr7	24400668	24400668
Chr5	15051321	15051321
Chr2	22151791	22151791
Chr11	7776770	7776770
Chr1	24843263	24843263
Chr1	29447053	29447053
Chr1	27102278	27102278
Chr1	18158937	18158937
Chr1	36083211	36083211
Chr2	1788027	1788027
Chr9	17388610	17388610
Chr3	28906795	28906795
Chr10	13537797	13537797
Chr12	3956078	3956078
Chr7	26404163	26404163
Chr7	26404266	26404266
Chr7	26404272	26404272
Chr5	13544476	13544476
Chr2	32326305	32326305
Chr6	15718578	15718578
Chr6	18081159	18081159
Chr7	28469919	28469919
Chr9	5106782	5106782
Chr11	18171950	18171950
Chr5	4964840	4964840
Chr1	24601732	24601732
Chr1	21623897	21623897
Chr7	3244925	3244925
Chr8	9086385	9086385
Chr11	22460150	22460150
Chr12	25702175	25702175
Chr8	26559040	26559040
Chr7	21822131	21822131
Chr1	10123587	10123587
Chr9	6831	6831
Chr6	21066379	21066379
Chr6	21066327	21066327
Chr7	11887315	11887315
Chr5	3492794	3492794
Chr5	13540989	13540989
Chr5	13540991	13540991
Chr6	29402298	29402298
Chr6	29402327	29402327
Chr7	27665790	27665790
Chr3	4490436	4490436
Chr1	9936976	9936976
Chr10	18915251	18915251
Chr5	27685575	27685575
Chr9	21495168	21495168
Chr3	5287872	5287872
Chr3	12320604	12320604
Chr1	25640438	25640438
Chr5	17276968	17276968
Chr9	19798660	19798660
Chr7	404597	404597
Chr2	162645	162645
Chr1	8701331	8701331
Chr12	14897237	14897237
Chr9	14052752	14052752
Chr1	42736042	42736042
Chr7	4151223	4151223
Chr2	4630467	4630467
Chr10	16770286	16770286
Chr6	5036185	5036185
Chr2	32732444	32732444
Chr3	5680798	5680798
Chr4	27429757	27429757
Chr1	18014899	18014899
Chr3	20420884	20420884
Chr2	18920136	18920136
Chr9	9088336	9088336
Chr9	3664	3664
Chr2	18231531	18231531
Chr4	1139590	1139590
Chr6	7669751	7669751
Chr10	4788632	4788632
Chr12	12207598	12207598
Chr11	23938329	23938329
Chr8	27500989	27500989
Chr8	27500991	27500991
Chr2	33124570	33124570
Chr2	22084988	22084988
Chr7	21895030	21895030
Chr7	17912059	17912059
Chr3	28731017	28731017
Chr1	37714771	37714771
Chr6	21167076	21167076
Chr3	34033636	34033636
Chr3	11622059	11622059
Chr7	21895121	21895121
Chr1	6572410	6572410
Chr5	28237223	28237223
Chr4	20082911	20082911
Chr4	35429386	35429386
Chr9	20371055	20371055
Chr9	20371057	20371057
Chr8	13367415	13367415
Chr9	8145	8145
Chr8	4675295	4675295
Chr1	27780777	27780777
Chr2	29604516	29604516
Chr3	1919280	1919280
Chr3	17745558	17745558
Chr3	4808442	4808442
Chr7	26404265	26404265
Chr7	26404364	26404364
Chr5	4964849	4964849
Chr9	3758128	3758128
Chr2	25462541	25462541
Chr2	14529823	14529823
Chr5	28114846	28114846
Chr6	23613247	23613247
Chr2	4565253	4565253
Chr7	28101364	28101364
Chr3	27294011	27294011
Chr8	5327792	5327792
Chr6	25205303	25205303
Chr3	4547816	4547816
Chr4	30110107	30110107
Chr12	6799619	6799619
Chr12	6799618	6799618
Chr12	6799615	6799615
Chr12	6799614	6799614
Chr6	19824705	19824705
Chr3	35817408	35817408
Chr8	18257450	18257450
Chr5	16562496	16562496
Chr2	3792781	3792781
Chr3	10400872	10400872
Chr1	9884719	9884719
Chr3	28015089	28015089
Chr10	21074696	21074696
Chr4	34878093	34878093
Chr4	25350102	25350102
Chr1	37233399	37233399
Chr1	37233401	37233401
Chr3	16577607	16577607
Chr10	21074816	21074816
Chr7	26708524	26708524
Chr7	26708522	26708522
Chr9	18964731	18964731
Chr1	24703840	24703840
Chr7	18205521	18205521
Chr7	23798220	23798220
Chr9	19566979	19566979
Chr2	23992596	23992596
Chr7	22572315	22572315
Chr3	34410310	34410310
Chr1	22855765	22855765
Chr6	9285180	9285180
Chr1	29447052	29447052
Chr6	6892783	6892783
Chr8	23579400	23579400
Chr3	20386825	20386825
Chr7	7233717	7233717
Chr5	188447	188447
Chr2	11157326	11157326
Chr2	24240126	24240126
Chr2	4387712	4387712
Chr6	5835763	5835763
Chr1	28560361	28560361
Chr9	2512491	2512491
Chr3	7452862	7452862
Chr3	20492612	20492612
Chr11	14022310	14022310
Chr8	4675283	4675283
Chr6	20724312	20724312
Chr1	18158888	18158888
Chr1	29599036	29599036
Chr2	1754714	1754714
Chr1	30475099	30475099
Chr10	22024386	22024386
Chr4	30276191	30276191
Chr2	900311	900311
Chr12	23097055	23097055
Chr5	29552714	29552714
Chr4	33533682	33533682
Chr6	6401510	6401510
Chr2	22975156	22975156
Chr1	32476493	32476493
Chr1	40596126	40596126
Chr3	33391518	33391518
Chr3	34450629	34450629
Chr8	27555395	27555395
Chr9	4209	4209
Chr4	835738	835738
Chr10	1007776	1007776
Chr3	33314010	33314010
Chr4	24265478	24265478
Chr4	24265512	24265512
Chr4	24265541	24265541
Chr4	24265556	24265556
Chr4	24265598	24265598
Chr2	17037147	17037147
Chr9	20725000	20725000
Chr6	29235034	29235034
Chr6	29235032	29235032
Chr7	23196350	23196350
Chr3	16997556	16997556
Chr11	20181317	20181317
Chr3	32560029	32560029
Chr1	24129509	24129509
Chr4	26307611	26307611
Chr3	5348532	5348532
Chr8	27888976	27888976
Chr2	18981107	18981107
Chr2	8554017	8554017
Chr2	268790	268790
Chr9	20789761	20789761
Chr3	6272037	6272037
Chr7	28859584	28859584
Chr1	8444661	8444661
Chr8	1581056	1581056
Chr3	559248	559248
Chr1	24794261	24794261
Chr5	20632114	20632114
